	City	iso_code	Timezone
2132	Paris	FR	1
2133	Creil	FR	1
2135	Coulommiers	FR	1
2136	Melun	FR	1
2137	Toussous-le-noble	FR	1
2139	Pontoise	FR	1
2140	Villacoublay	FR	1
2141	Reims	FR	1
2142	Troyes	FR	1
2143	Luneville	FR	1
2144	Etain	FR	1
2145	Autun	FR	1
2146	Nevers	FR	1
2147	Cambrai	FR	1
2148	Maubeuge	FR	1
2149	Besancon-la-veze	FR	1
2150	Phalsbourg	FR	1
2151	Lille	FR	1
2152	Merville	FR	1
2153	Charleville	FR	1
2154	Vesoul-frotey	FR	1
2155	Brest	FR	1
2156	Cherbourg	FR	1
2157	Dinard	FR	1
2158	La Baule	FR	1
2159	Granville	FR	1
2160	Deauville	FR	1
2161	Lorient	FR	1
2162	La Roche-sur-yon	FR	1
2163	Landivisiau	FR	1
2164	Caen	FR	1
2165	Lanvedoc	FR	1
2166	Le Mans	FR	1
2167	Rennes	FR	1
2168	Lannion	FR	1
2169	Quimper	FR	1
2170	Nantes	FR	1
2171	St.-brieuc Armor	FR	1
2172	Morlaix	FR	1
2173	Vannes	FR	1
2174	St.-nazaire	FR	1
2175	Mulhouse	FR	1
2177	Dijon	FR	1
2179	Epinal	FR	1
2180	Haguenau	FR	1
2181	St.-dizier	FR	1
2182	Montbeliard	FR	1
2183	Nancy	FR	1
2185	Pontarlier	FR	1
2187	Strasbourg	FR	1
2188	Luxeuil	FR	1
2189	Cuers	FR	1
2190	Hyeres	FR	1
2191	Nimes	FR	1
2192	Amberieu	FR	1
2193	Damblain	FR	1
2194	Enghien-moisselles	FR	1
2195	Île d'Yeu	FR	1
2196	Angers/Marcé	FR	1
2197	La Môle	FR	1
2198	Gustavia	FR	-4
2199	Courcheval	FR	1
2200	Andernos-Les-Bains	FR	1
2202	Ouessant	FR	1
2203	Frejus	FR	1
2204	Saint-Cyr	FR	1
2205	Strasbourg Neudorf	FR	1
2208	Pont Sur Yonne	FR	1
2209	St Florentin Cheu	FR	1
2210	Saulieu	FR	1
2211	Meaux	FR	1
2212	Chateau-Thierry	FR	1
2213	Belfort	FR	1
2214	La Ferte Alais	FR	1
2215	Marigot	FR	-6
2216	Marcq En Baroeul	FR	1
2217	Tremblay-en-France	FR	1
2218	La Grand'Combe	FR	1
2219	Malbouhans	FR	1
2221	Miquelon	PM	-3
2222	St.-pierre	PM	-3
2223	Andravida	GR	2
2224	Agrinion	GR	2
2225	Alexandroupolis	GR	2
2227	Nea Anghialos	GR	2
2228	Elefsis	GR	2
2229	Chios	GR	2
2230	Ioannina	GR	2
2231	Heraklion	GR	2
2232	Kastoria	GR	2
2233	Kithira	GR	2
2234	Keffallinia	GR	2
2235	Kalamata	GR	2
2236	Kavala	GR	2
2237	Kos	GR	2
2238	Karpathos	GR	2
2239	Kerkyra/corfu	GR	2
2240	Kasos	GR	2
2242	Kozani	GR	2
2243	Leros	GR	2
2244	Limnos	GR	2
2245	Larissa	GR	2
2246	Megara	GR	2
2247	Mykonos	GR	2
2248	Mytilini	GR	2
2249	Preveza	GR	2
2250	Rhodos	GR	2
2252	Patras	GR	2
2253	Chania	GR	2
2254	Skiathos	GR	2
2255	Samos	GR	2
2256	Sparti	GR	2
2257	Thira	GR	2
2258	Sitia	GR	2
2259	Stefanovikion	GR	2
2260	Skiros	GR	2
2261	Tanagra	GR	2
2262	Kasteli	GR	2
2263	Tripolis	GR	2
2264	Thessaloniki	GR	2
2265	Dekelia	GR	2
2266	Zakynthos	GR	2
2267	Athens	GR	2
2269	Astypalaia	GR	2
2270	Ikaria	GR	2
2271	Kalymnos	GR	2
2272	Milos	GR	2
2273	Cyclades Islands	GR	2
2274	Paros	GR	2
2275	Kastelorizo	GR	2
2276	Syros Island	GR	2
2277	Porto Heli	GR	2
2278	Budapest	HU	1
2279	Debrecen	HU	1
2280	Kecskemet	HU	1
2281	Nyirregyhaza	HU	1
2282	Ocseny	HU	1
2283	Azentkilyszabadja	HU	1
2284	Szolnok	HU	1
2285	Pécs-Pogány	HU	1
2286	Győr	HU	1
2287	Sármellék	HU	1
2288	Papa	HU	1
2290	Amendola	IT	1
2291	Crotone	IT	1
2292	Bari	IT	1
2293	Foggia	IT	1
2294	Grottaglie	IT	1
2295	Lecce	IT	1
2296	Pescara	IT	1
2297	Brindisi	IT	1
2298	Gioia Del Colle	IT	1
2299	Lamezia	IT	1
2300	Catania	IT	1
2301	Lampedusa	IT	1
2302	Pantelleria	IT	1
2303	Palermo	IT	1
2305	Reggio Calabria	IT	1
2306	Trapani	IT	1
2307	Sigonella	IT	1
2308	Alghero	IT	1
2309	Decimomannu	IT	1
2310	Cagliari	IT	1
2311	Olbia	IT	1
2312	Tortoli	IT	1
2313	Turin	IT	1
2314	Milano	IT	1
2316	Bergamo	IT	1
2317	Torino	IT	1
2318	Albenga	IT	1
2319	Genoa	IT	1
2320	Milan	IT	1
2321	Cameri	IT	1
2322	Parma	IT	1
2323	Piacenza	IT	1
2324	Cuneo	IT	1
2325	Aviano	IT	1
2326	Bolzano	IT	1
2327	Cervia	IT	1
2328	Bologna	IT	1
2329	Treviso	IT	1
2330	Rivolto	IT	1
2331	Forli	IT	1
2332	Ghedi	IT	1
2333	Verona	IT	1
2334	Brescia	IT	1
2335	Ronchi De Legionari	IT	1
2336	Rimini	IT	1
2338	Vicenza	IT	1
2339	Padova	IT	1
2340	Villafranca	IT	1
2341	Venice	IT	1
2342	Siena	IT	1
2343	Rome	IT	1
2344	Pratica Di Mare	IT	1
2346	Guidonia	IT	1
2347	Marina Di Campo	IT	1
2348	Latina	IT	1
2349	Grazzanise	IT	1
2350	Naples	IT	1
2351	Pisa	IT	1
2352	Florence	IT	1
2353	Grosseto	IT	1
2355	Viterbo	IT	1
2356	Perugia	IT	1
2357	Ancona	IT	1
2358	Aosta	IT	1
2359	Salerno	IT	1
2361	Oristano	IT	1
2362	Como	IT	1
2363	Comiso	IT	1
2372	Cerklje	SI	1
2373	Ljubljana	SI	1
2374	Maribor	SI	1
2375	Portoroz	SI	1
2376	Slovenj Gradec	SI	1
2377	Ceske Budejovice	CZ	1
2378	Caslav	CZ	1
2379	Hradec Kralove	CZ	1
2380	Horovice	CZ	1
2381	Praha	CZ	1
2382	Kunovice	CZ	1
2383	Karlovy Vary	CZ	1
2384	Line	CZ	1
2385	Mnichovo Hradiste	CZ	1
2386	Ostrava	CZ	1
2387	Namest	CZ	1
2388	Pardubice	CZ	1
2389	Pribram	CZ	1
2390	Prerov	CZ	1
2391	Prague	CZ	1
2392	Brno	CZ	1
2393	Vodochody	CZ	1
2394	Sazena	CZ	1
2395	Benesov	CZ	1
2396	Roudnice nad Lebem	CZ	1
2397	Usti Nad Labem	CZ	1
2398	Vysoke Myto	CZ	1
2399	Klatovy	CZ	1
2400	Bubovice	CZ	1
2401	Tel-aviv	IL	2
2402	Beer-sheba	IL	2
2403	Tel-nof	IL	2
2404	Eyn-shemer	IL	2
2405	Elat	IL	2
2406	Eyn-yahav	IL	2
2407	Haifa	IL	2
2408	Haztor	IL	2
2409	Rosh Pina	IL	2
2410	Megido Airstrip	IL	2
2411	Metzada	IL	2
2412	Nevatim	IL	2
2413	Ovda	IL	2
2414	Ramat David	IL	2
2415	Ramon	IL	2
2417	Malta	MT	1
2418	Gozo	MT	1
2419	Wiener Neustadt Ost	AT	1
2420	Wels	AT	1
2421	Graz	AT	1
2422	Innsbruck	AT	1
2423	Linz	AT	1
2424	Salzburg	AT	1
2425	Vienna	AT	1
2426	Zeltweg	AT	1
2427	Klagenfurt	AT	1
2428	Niederoeblarn	AT	1
2429	Bad Voeslau	AT	1
2430	Hohenems	AT	1
2431	Krems	AT	1
2432	Zell am See	AT	1
2433	Tulln	AT	1
2434	Punitz-Guessing	AT	1
2435	Mauterndorf	AT	1
2436	Notsch Im Gailtal	AT	1
2437	St. Johann in Tirol	AT	1
2438	Alverca	PT	0
2439	Santa Maria (island)	PT	-1
2440	Braganca	PT	0
2441	Beja (madeira)	PT	0
2442	Braga	PT	0
2443	Coimba	PT	0
2444	Cascais	PT	0
2445	Covilha	PT	0
2446	Evora	PT	0
2447	Flores	PT	-1
2449	Graciosa Island	PT	-1
2450	Horta	PT	-1
2451	Lajes (terceira Island)	PT	-1
2452	Monte Real	PT	0
2453	Montijo	PT	0
2454	Ovar	PT	0
2455	Ponta Delgada	PT	-1
2456	Pico	PT	-1
2457	Portimao	PT	0
2458	Porto	PT	0
2459	Porto Santo	PT	0
2460	Lisbon	PT	0
2461	Sao Jorge Island	PT	-1
2462	Sintra	PT	0
2463	Tancos	PT	0
2464	Vila Real	PT	0
2465	Viseu	PT	0
2466	Funchal	PT	0
2467	Corvo	PT	-1
2468	Aveiro	PT	0
2469	Ota	PT	1
2470	Mostar	BA	1
2471	Sarajevo	BA	1
2472	Banja Luka	BA	1
2473	Null	BA	1
2474	Arad	RO	2
2475	Bacau	RO	2
2476	Baia Mare	RO	2
2477	Bucharest	RO	2
2478	Constanta	RO	2
2479	Cluj-napoca	RO	2
2480	Caransebes	RO	2
2481	Craiova	RO	2
2482	Iasi	RO	2
2483	Oradea	RO	2
2485	Sibiu	RO	2
2486	Satu Mare	RO	2
2487	Suceava	RO	2
2488	Tulcea	RO	2
2489	Tirgu Mures	RO	2
2490	Timisoara	RO	2
2491	Tuzla	RO	2
2493	Les Eplatures	CH	1
2494	Geneva	CH	1
2495	Saanen	CH	1
2496	Sion	CH	1
2497	Alpnach	CH	1
2498	Dubendorf	CH	1
2499	Emmen	CH	1
2500	Mollis	CH	1
2501	Meiringen	CH	1
2502	Payerne	CH	1
2503	Lugano	CH	1
2504	Bern	CH	1
2505	Grenchen	CH	1
2506	Zurich	CH	1
2507	Altenrhein	CH	1
2508	Samedan	CH	1
2509	Prangins	CH	1
2510	Yverdon-Les-Bains	CH	1
2511	Raron	CH	1
2512	Amlikon	CH	1
2513	Lommis	CH	1
2514	Triengen	CH	1
2515	Lausanne	CH	1
2516	Fehraltorf	CH	1
2517	Locarno	CH	1
2518	Neuchatel	CH	1
2519	Biel	CH	1
2520	Birrfeld	CH	1
2521	Interlaken	CH	1
2522	Ecuvillens	CH	1
2523	Wangen-Lachen	CH	1
2524	Courtelary 	CH	1
2525	St.Stephan	CH	1
2526	Balzers	CH	1
2527	Olten	CH	1
2528	Buochs	CH	1
2529	Quinto	CH	1
2530	Lodrino	CH	1
2531	Reichenbach im Kandertal	CH	1
2532	Thun	CH	1
2533	Lucerne	CH	1
2534	Ankara	TR	2
2538	Adana	TR	3
2540	Afyon	TR	3
2541	Antalya	TR	3
2542	Gaziantep	TR	3
2543	Iskenderun	TR	3
2544	Konya	TR	3
2545	Malatya	TR	3
2546	Merzifon	TR	3
2547	Sivas	TR	3
2549	Kayseri	TR	3
2550	Sivrihisar	TR	3
2551	Tokat	TR	3
2552	Denizli	TR	3
2553	Istanbul	TR	3
2554	Balikesir	TR	3
2555	Bandirma	TR	3
2556	Eskisehir	TR	3
2557	Izmir	TR	3
2560	Isparta	TR	3
2561	Kutahya	TR	3
2562	Yalova	TR	3
2563	Topel	TR	3
2564	Dalaman	TR	3
2565	Akhisar	TR	3
2566	Bodrum	TR	3
2568	Elazig	TR	3
2569	Diyabakir	TR	3
2570	Erzincan	TR	3
2571	Erzurum	TR	3
2572	Trabzon	TR	3
2573	Van	TR	3
2574	Batman	TR	3
2575	Siirt	TR	3
2578	Nevsehir	TR	3
2581	Usak	TR	3
2582	Kars	TR	3
2583	Sanliurfa	TR	3
2584	Kahramanmaras	TR	3
2585	Agri	TR	3
2586	Adiyaman	TR	3
2588	Balikesir Korfez	TR	3
2589	Samsun	TR	3
2590	Mardin	TR	3
2591	Eskissehir	TR	3
2592	Canakkale	TR	3
2593	Mus	TR	3
2594	Sinop	TR	3
2595	Çorlu	TR	3
2596	Yenisehir	TR	3
2597	Hatay	TR	3
2598	Zonguldak	TR	3
2599	Alanya	TR	3
2602	Kastamonu	TR	3
2603	Bursa	TR	3
2604	Cizre	TR	3
2605	Hakkari	TR	2
2606	Saltsy	MD	2
2607	Chisinau	MD	2
2611	Ohrid	MK	1
2612	Skopje	MK	1
2613	Gibraltar	GI	1
2614	Belgrade	RS	1
2615	Nis	RS	1
2616	Pristina	RS	1
2617	Vrsac	RS	1
2619	Podgorica	ME	1
2620	Tivat	ME	1
2621	Bratislava	SK	1
2622	Kosice	SK	1
2623	Malacky	SK	1
2624	Piestany	SK	1
2625	Sliac	SK	1
2626	Trencin	SK	1
2627	Poprad	SK	1
2628	Žilina	SK	1
2629	North Caicos	TC	-4
2630	Providenciales	TC	-4
2631	South Caicos	TC	-4
2632	Cockburn Town	TC	-4
2633	Middle Caicos	TC	-4
2634	Salt Cay	TC	-4
2635	Samana	DO	-4
2636	Barahona	DO	-4
2637	Cabo Rojo	DO	-4
2638	La Romana	DO	-4
2639	Punta Cana	DO	-4
2640	Puerto Plata	DO	-4
2641	Santo Domingo	DO	-4
2642	San Isidoro	DO	-4
2645	La Isabela	DO	-4
2646	Constanza	DO	-4
2648	Bananera	GT	-6
2649	Coban	GT	-6
2650	Guatemala City	GT	-6
2651	Retalhuleu	GT	-6
2652	San Jose	GT	-6
2654	Puerto Barrios	GT	-6
2655	Quezaltenango	GT	-6
2656	Santa Cruz des Quiche	GT	-6
2658	La Ceiba	HN	-6
2659	San Pedro Sula	HN	-6
2660	Guanaja	HN	-6
2661	Roatan	HN	-6
2662	Tela	HN	-6
2663	Tegucigalpa	HN	-6
2664	Trujillo	HN	-6
2665	Utila	HN	-6
2666	Ahuas	HN	-6
2667	Puerto Lempira	HN	-6
2668	Brus Laguna	HN	-6
2670	Ocho Rios	JM	-5
2672	Montego Bay	JM	-5
2673	Port Antonio	JM	-5
2675	Negril	JM	-5
2676	Acapulco	MX	-6
2677	Monterrey	MX	-6
2678	Aguascalientes	MX	-6
2679	Huatulco	MX	-6
2680	Cuernavaca	MX	-6
2681	Ciudad Acuna	MX	-6
2682	Ciudad Del Carmen	MX	-6
2683	Nuevo Casas Grandes	MX	-7
2684	Chilpancingo	MX	-6
2685	Culiacan	MX	-7
2686	Chetumal	MX	-5
2687	Ciudad Obregon	MX	-7
2688	Campeche	MX	-6
2689	Ciudad Juarez	MX	-7
2690	Chihuahua	MX	-7
2691	Ciudad Victoria	MX	-6
2692	Cozumel	MX	-5
2693	Durango	MX	-6
2694	Tepic	MX	-7
2695	Ensenada	MX	-8
2696	Guadalajara	MX	-6
2697	Guaymas	MX	-7
2698	Tehuacan	MX	-6
2699	Hermosillo	MX	-7
2700	Colima	MX	-6
2701	Isla Mujeres	MX	-5
2702	Saltillo	MX	-6
2703	Iztepec	MX	-6
2704	Lazard Cardenas	MX	-6
2705	Los Mochis	MX	-7
2706	Del Bajio	MX	-6
2707	La Paz	MX	-7
2708	Loreto	MX	-7
2709	Matamoros	MX	-6
2710	Merida	MX	-6
2711	Mexicali	MX	-8
2712	Morelia	MX	-6
2713	Minatitlan	MX	-6
2714	Monclova	MX	-6
2715	Mexico City	MX	-6
2717	Mazatlan	MX	-7
2718	Nogales	MX	-7
2719	Nuevo Laredo	MX	-6
2720	Oaxaca	MX	-6
2721	Poza Rico	MX	-6
2722	Puebla	MX	-6
2723	Pachuca	MX	-6
2724	Punta Penasco	MX	-7
2725	Piedras Negras	MX	-6
2726	Uruapan	MX	-6
2727	Puerto Vallarta	MX	-6
2728	Puerto Escondido	MX	-6
2729	Queretaro	MX	-6
2730	Reynosa	MX	-6
2731	San Jose Del Cabo	MX	-7
2732	San Filipe	MX	-8
2733	San Luis Potosi	MX	-6
2734	Tlaxcala	MX	-6
2735	Tuxtla Gutierrez	MX	-6
2736	Torreon	MX	-6
2738	Tijuana	MX	-8
2739	Tampico	MX	-6
2740	Tamuin	MX	-6
2741	Toluca	MX	-6
2742	Tapachula	MX	-6
2743	Cancun	MX	-5
2744	Villahermosa	MX	-6
2745	Vera Cruz	MX	-6
2746	Zacatecas	MX	-6
2747	Zihuatanejo	MX	-6
2748	Zamora	MX	-6
2749	Manzanillo	MX	-6
2750	Zapopan	MX	-6
2751	Celaya	MX	-6
2752	Ciudad Constitución	MX	-7
2753	Guerrero Negro	MX	-8
2754	Jalapa	MX	-6
2755	Guasave	MX	-7
2756	Cabo San Lucas	MX	-7
2757	Chichen Itza	MX	-6
2758	San Cristobal de las Casas	MX	-6
2759	Bluefields	NI	-6
2760	Los Brasiles	NI	-6
2762	Managua	NI	-6
2763	Puerto Cabezas	NI	-6
2764	Corn Island	NI	-6
2765	Bonanza	NI	-6
2766	Rosita	NI	-6
2767	Siuna	NI	-6
2768	Waspam	NI	-6
2769	San Carlos	NI	-6
2770	Moyogalpa	NI	-6
2771	Bocas Del Toro	PA	-5
2772	Changuinola	PA	-5
2773	David	PA	-5
2774	Howard	PA	-5
2775	Panama	PA	-5
2777	Panama City	PA	-5
2778	Chitré	PA	-5
2779	Colón	PA	-5
2780	Jaqué	PA	-5
2781	La Palma	PA	-5
2782	Puerto Obaldia	PA	-5
2783	Rio Hato	PA	-5
2784	Buenos Aires	CR	-6
2785	Coto 47	CR	-6
2786	Chacarita	CR	-6
2787	El Carmen	CR	-6
2788	Finca 10	CR	-6
2789	Golfito	CR	-6
2790	Guapiles	CR	-6
2791	Liberia	CR	-6
2792	Los Chiles	CR	-6
2793	Limon	CR	-6
2794	Nosara Beach	CR	-6
2796	Pandora	CR	-6
2797	Palmar Sur	CR	-6
2798	Quepos	CR	-6
2799	Santa Clara	CR	-6
2800	San Vito De Jaba	CR	-6
2801	Roxana	CR	-6
2802	Pococi	CR	-6
2803	Nicoya	CR	-6
2804	Nandayure	CR	-6
2805	Puerto Jimenez	CR	-6
2807	Playa Samara	CR	-6
2808	La Fortuna/San Carlos	CR	-6
2810	Puntarenas	CR	-6
2811	Carrillo	CR	-6
2814	San Salvador	SV	-6
2816	Cayes	HT	-5
2817	Cap Haitien	HT	-5
2818	Jacmel	HT	-5
2819	Port-au-prince	HT	-5
2820	Jeremie	HT	-5
2821	Port-de-Paix	HT	-5
2822	Baracoa Playa	CU	-5
2823	Bayamo	CU	-5
2824	Ciego De Avila	CU	-5
2825	Cunagua	CU	-5
2826	Cienfuegos	CU	-5
2827	Cayo Largo del Sur	CU	-5
2828	Camaguey	CU	-5
2829	Santiago De Cuba	CU	-5
2830	Florida	CU	-5
2831	Guantanamo	CU	-5
2833	Havana	CU	-5
2834	Holguin	CU	-5
2835	La Coloma	CU	-5
2836	Moa	CU	-5
2838	Nueva Gerona	CU	-5
2840	Pinar Del Rio Norte	CU	-5
2841	San Antonio De Banos	CU	-5
2843	Santa Lucia	CU	-5
2844	Siguanea	CU	-5
2845	Sancti Spiritus	CU	-5
2846	Varadero	CU	-5
2847	Las Tunas	CU	-5
2848	Cayo Coco	CU	-5
2849	Trinidad	CU	-5
2850	Kawama	CU	-5
2851	Cayo Santa Maria	CU	-5
2854	Cayman Brac	KY	-5
2855	Georgetown	KY	-5
2856	Little Cayman	KY	-5
2857	Clarence Bain	BS	-5
2858	Andros Town	BS	-5
2859	Marsh Harbor	BS	-5
2860	San Andros	BS	-5
2861	Spring Point	BS	-5
2862	Sandy Point	BS	-5
2863	Treasure Cay	BS	-5
2864	Chub Cay	BS	-5
2865	Bullocks Harbour	BS	-5
2866	Alice Town	BS	-5
2867	Great Exuma	BS	-5
2868	George Town	BS	-5
2869	North Eleuthera	BS	-5
2870	Governor's Harbor	BS	-5
2871	Norman's Cay	BS	-5
2872	Rock Sound	BS	-5
2873	Staniel Cay	BS	-5
2874	Freeport	BS	-5
2875	Matthew Town	BS	-5
2876	Dead Man's Cay	BS	-5
2877	Stella Maris	BS	-5
2878	Mayaguana	BS	-5
2879	Nassau	BS	-5
2880	Duncan Town	BS	-5
2881	Port Nelson	BS	-5
2883	Andros	BS	-5
2884	Arthur's Town	BS	-5
2885	Cat Island	BS	-5
2886	Colonel Hill	BS	-5
2888	Walker's Cay	BS	-5
2889	Black Point	BS	-5
2890	Belize City	BZ	-6
2891	Belmopan	BZ	-9
2892	Aitutaki	CK	-10
2893	Avarua	CK	-10
2894	Atiu Island	CK	-10
2895	Mangaia Island	CK	-10
2896	Manihiki Island	CK	-10
2897	Mauke Island	CK	-10
2898	Mitiaro Island	CK	-10
2899	Penrhyn Island	CK	-10
2900	Nandi	FJ	12
2901	Nausori	FJ	12
2902	Levuka	FJ	12
2903	Cicia	FJ	12
2904	Malolo Lailai Island	FJ	12
2905	Vunisea	FJ	12
2906	Mana Island	FJ	12
2907	Moala	FJ	12
2908	Ngau	FJ	12
2909	Lakeba Island	FJ	12
2910	Lambasa	FJ	12
2911	Matei	FJ	12
2912	Koro Island	FJ	12
2913	Rotuma	FJ	12
2914	Savusavu	FJ	12
2915	Vanua Balavu	FJ	12
2916	Turtle Island	FJ	12
2917	Tongatapu	TO	13
2918	Vava'u	TO	13
2919	Eua Island	TO	13
2920	Lifuka	TO	13
2921	Angaha. Niuafo'ou Island	TO	13
2922	Niuatoputapu	TO	13
2923	Tarawa	KI	12
2924	Tabiteuea North	KI	12
2925	Canton Island	KI	13
2926	Kiritimati	KI	-12
2927	Abaiang Atoll	KI	12
2928	Marakei	KI	12
2929	Abemama	KI	12
2930	Buariki	KI	10
2931	Kuria	KI	12
2932	Arorae	KI	12
2933	Tamana	KI	12
2934	Beru Island	KI	12
2935	Nikunau	KI	12
2936	Butaritari	KI	12
2937	Makin	KI	12
2938	Maiana	KI	12
2939	Nonouti	KI	12
2940	Tabiteuea	KI	12
2941	Wallis	WF	12
2942	Futuna Island	WF	12
2943	Faleolo	WS	13
2944	Apia	WS	13
2945	Savaii Island	WS	13
2946	Pago Pago	AS	-11
2947	Fiti\\'uta	AS	-11
2948	Rurutu	PF	-10
2949	Tubuai	PF	-10
2950	Anaa	PF	-10
2951	Fangatau	PF	-10
2952	Tikehau	PF	-10
2953	Reao	PF	-10
2954	Fakarava	PF	-10
2955	Manihi	PF	-10
2956	Totegegie	PF	-9
2957	Kaukura Atoll	PF	-10
2958	Makemo	PF	-10
2959	Puka Puka	PF	-10
2960	Takapoto	PF	-10
2961	Arutua	PF	-10
2962	Mataiva	PF	-10
2963	Takaroa	PF	-10
2964	Nuku Hiva	PF	-9.5
2965	Bora Bora	PF	-10
2966	Rangiroa	PF	-10
2967	Huahine Island	PF	-10
2968	Moorea	PF	-10
2969	Hao Island	PF	-10
2970	Maupiti	PF	-10
2971	Raiatea Island	PF	-10
2972	Papeete	PF	-10
2973	Apataki	PF	-10
2974	Ahe	PF	-10
2975	Hiva-oa	PF	-9.5
2976	Ua Pou	PF	-9.5
2977	Ua Huka	PF	-9.5
2978	Rimatara	PF	-10
2979	Niau	PF	-10
2980	Raivavae	PF	-10
2981	Tureia	PF	-10
2982	Tetiaroa	PF	-10
2983	Pukarua	PF	-10
2984	Port-vila	VU	11
2985	Tanna	VU	11
2986	Ablow	VU	11
2987	Sola	VU	11
2988	Loh/Linua	VU	11
2989	Sangafa	VU	11
2990	Craig Cove	VU	11
2991	Longana	VU	11
2992	Pentecost Island	VU	11
2993	Paama Island	VU	11
2994	Lamap	VU	11
2995	Lamen Bay	VU	11
2996	Maewo Island	VU	11
2997	Lonorore	VU	11
2998	Norsup	VU	11
2999	Gaua Island	VU	11
3000	Redcliffe	VU	11
3001	Santo	VU	11
3002	Tongoa Island	VU	11
3003	Ambryn Island	VU	11
3004	Valesdir	VU	11
3005	Malekula Island	VU	11
3006	Olpoi	VU	11
3007	Anelghowhat	VU	11
3008	Aniwa	VU	11
3009	Dillon's Bay	VU	11
3011	Ipota	VU	11
3012	Walaha	VU	11
3013	Kone	NC	11
3014	Koumac	NC	11
3015	Lifou	NC	11
3016	Noumea	NC	11
3017	Mare	NC	11
3018	Touho	NC	11
3019	Ouvea	NC	11
3021	Tiga	NC	11
3022	Waala	NC	11
3023	Île des Pins	NC	11
3024	Auckland	NZ	12
3025	Taupo	NZ	12
3026	Ardmore	NZ	12
3027	Christchurch	NZ	12
3028	Chatham Island	NZ	12.75
3029	Dunedin	NZ	12
3030	Gisborne	NZ	12
3031	Glentanner	NZ	12
3032	Hokitika	NZ	12
3034	Hastings	NZ	12
3035	Kerikeri	NZ	12
3036	Kaitaia	NZ	12
3037	Alexandra	NZ	12
3038	Mount Cook	NZ	12
3039	Manapouri	NZ	12
3040	Masterton	NZ	12
3041	New Plymouth	NZ	12
3042	Nelson	NZ	12
3043	Invercargill	NZ	12
3044	Ohakea	NZ	12
3045	Oamaru	NZ	12
3046	Palmerston North	NZ	12
3047	Paraparaumu	NZ	12
3048	Queenstown International	NZ	12
3049	Rotorua	NZ	12
3050	Waiouru	NZ	12
3051	Tauranga	NZ	12
3052	Timaru	NZ	12
3053	Pukaki	NZ	12
3054	Woodbourne	NZ	12
3055	Wanaka	NZ	12
3056	Wigram	NZ	12
3057	Whakatane	NZ	12
3058	Wellington	NZ	12
3059	Wairoa	NZ	12
3060	Whenuapai	NZ	12
3061	Whangarei	NZ	12
3062	Westport	NZ	12
3063	Wanganui	NZ	12
3064	Milford Sound	NZ	12
3065	NAPIER	NZ	12
3066	Kaikoura	NZ	12
3067	Picton	NZ	12
3068	Lake Tekapo	NZ	12
3069	Claris	NZ	12
3070	Stewart Island	NZ	12
3071	Whitianga	NZ	12
3072	Takaka	NZ	12
3073	Motueka	NZ	12
3074	Omarama	NZ	12
3075	Haast	NZ	12
3076	Stephen's Island	AQ	12
3077	Weydon	AQ	12
3078	Marambio Base	AQ	12
3079	Isla Rey Jorge	AQ	12
3080	Budd Coast	AQ	12
3081	Ross Island	AQ	12
3082	McMurdo Station	AQ	12
3083	Herat	AF	4.5
3084	Jalalabad	AF	4.5
3085	Kabul	AF	4.5
3086	Kandahar	AF	4.5
3087	Maimama	AF	4.5
3088	Mazar-i-sharif	AF	4.5
3089	Shindand	AF	4.5
3090	Sheberghan	AF	4.5
3091	Kunduz	AF	4.5
3092	Faizabad	AF	4.5
3094	Tarin Kowt	AF	4.5
3095	Zaranj	AF	4.5
3096	Chaghcharan	AF	4.5
3097	Camp Bastion	AF	4.5
3098	Khost	AF	4.5
3099	Sharona	AF	4.5
3100	Lashkar Gah	AF	4.5
3101	Bamyan	AF	4.5
3102	Farah	AF	4.3
3103	Bahrain	BH	3
3105	Abha	SA	3
3106	Al-ahsa	SA	3
3107	El-baha	SA	3
3108	Bisha	SA	3
3109	Abqaiq	SA	3
3110	Dammam	SA	3
3111	Dhahran	SA	3
3112	Gizan	SA	3
3113	Gassim	SA	3
3114	Guriat	SA	3
3115	Hail	SA	3
3116	Jubail	SA	3
3117	Jeddah	SA	3
3119	King Khalid Mil.city	SA	3
3120	Madinah	SA	3
3121	Nejran	SA	3
3122	Hafr Al-batin	SA	3
3123	Petroline 3	SA	3
3124	Petroline 6	SA	3
3125	Petroline 10	SA	3
3126	Rabigh	SA	3
3127	Rafha	SA	3
3128	Riyadh	SA	3
3129	Rash Mishab	SA	3
3130	Arar	SA	3
3131	Ras Tanura	SA	3
3132	Sharurah	SA	3
3133	Sulayel	SA	3
3134	Tabuk	SA	3
3135	Taif	SA	3
3136	Thumamah	SA	3
3137	Ras Tanajib	SA	3
3138	Turaif	SA	3
3139	Wejh	SA	3
3140	Yenbo	SA	3
3141	Dawadmi	SA	3
3142	Al-Jawf	SA	3
3143	Wadi-al-dawasir	SA	3
3144	Al Kharj	SA	3
3145	Shaybah	SA	3
3149	Abadan	IR	3.5
3150	Dezful	IR	3.5
3151	Aghajari	IR	3.5
3152	Gachsaran	IR	3.5
3153	Masjed Soleiman	IR	3.5
3154	Omidyeh	IR	3.5
3155	Bandar Mahshahr	IR	3.5
3156	Ahwaz	IR	3.5
3157	Abumusa I.	IR	3.5
3158	Bushehr	IR	3.5
3159	Bastak	IR	3.5
3160	Golbandi	IR	3.5
